Site.Plot,Site,Plot,Trt,BAplot.m2.ha,StemsPlot,Tree,Species,Stem,DBH,Health,Height,Status
183.D,183,D,H,68.21402778,21,6,BG,1,2.8,2,3.77952,1
183.D,183,D,H,68.21402778,21,5,EM,1,17.5,1,8.26008,1
183.D,183,D,H,68.21402778,21,19,EM,1,7.4,1,9.02208,1
183.D,183,D,H,68.21402778,21,8,EM,1,16.5,1,9.81456,1
183.D,183,D,H,68.21402778,21,2,EM,1,24.9,1,15.33144,1
183.D,183,D,H,68.21402778,21,10,EM,1,35.9,1,17.2212,1
183.D,183,D,H,68.21402778,21,4,EM,1,26.4,1,18.16608,1
183.D,183,D,H,68.21402778,21,11,BG,1,9.4,4,0,0
183.D,183,D,H,68.21402778,21,16,EM,1,10.1,4,0,0
183.D,183,D,H,68.21402778,21,20,EM,1,21.8,1,18.50136,1
183.D,183,D,H,68.21402778,21,19,EM,2,40.8,1,9.02208,1
183.D,183,D,H,68.21402778,21,18,EM,1,14.6,1,17.28216,1
183.D,183,D,H,68.21402778,21,7,EM,1,20.5,4,0,0
183.D,183,D,H,68.21402778,21,1,BG,2,7,4,0,0
183.D,183,D,H,68.21402778,21,21,EM,1,9,1,7.95528,1
183.D,183,D,H,68.21402778,21,13,EM,1,28.3,1,13.716,1
183.D,183,D,H,68.21402778,21,20,EM,2,21.8,1,18.50136,1
183.D,183,D,H,68.21402778,21,14,AF,1,19.8,1,11.97864,1
183.D,183,D,H,68.21402778,21,1,BG,1,11.8,4,0,0
183.D,183,D,H,68.21402778,21,17,EM,1,27.5,1,10.72896,1
183.D,183,D,H,68.21402778,21,12,EM,1,10,1,10.48512,1
183.D,183,D,H,68.21402778,21,15,EM,1,7.6,1,9.69264,1
183.D,183,D,H,68.21402778,21,14,AF,2,21.3,1,11.97864,1
183.D,183,D,H,68.21402778,21,3,BG,1,2.1,3,1.92024,0
183.E,183,E,D,18.83368056,15,9,EM,2,10.8,3,5.6388,0
183.E,183,E,D,18.83368056,15,6,EM,1,10.2,3,5.24256,0
183.E,183,E,D,18.83368056,15,12,AF,2,4.3,2,2.86512,1
183.E,183,E,D,18.83368056,15,9,EM,1,6.7,3,5.6388,0
183.E,183,E,D,18.83368056,15,8,EM,2,6.5,4,0,0
183.E,183,E,D,18.83368056,15,11,CC,1,13.2,3,10.11936,0
183.E,183,E,D,18.83368056,15,3,EM,1,25.1,3,10.85088,0
183.E,183,E,D,18.83368056,15,12,AF,1,3.3,2,2.86512,1
183.E,183,E,D,18.83368056,15,4,CC,1,8.8,3,6.06552,0
183.E,183,E,D,18.83368056,15,1,EM,1,9.2,3,6.5532,0
183.E,183,E,D,18.83368056,15,6,EM,2,6.7,3,3.16992,0
183.E,183,E,D,18.83368056,15,10,EM,1,17.5,3,12.10056,0
183.E,183,E,D,18.83368056,15,14,EM,1,10.5,3,9.23544,0
183.E,183,E,D,18.83368056,15,5,AF,1,13.2,4,0,0
183.E,183,E,D,18.83368056,15,15,CC,1,8.9,3,7.10184,0
183.E,183,E,D,18.83368056,15,7,EM,1,12.4,3,8.10768,0
183.E,183,E,D,18.83368056,15,13,EM,1,9.8,2,5.12064,1
183.E,183,E,D,18.83368056,15,2,EM,1,19.8,3,12.13104,0
183.E,183,E,D,18.83368056,15,8,EM,1,7.2,4,0,0
183.F,183,F,H,49.16895833,13,9,EM,1,5.8,1,4.2672,1
183.F,183,F,H,49.16895833,13,7,EM,1,18.4,1,15.5448,1
183.F,183,F,H,49.16895833,13,12,EM,1,17.2,3,4.84632,0
183.F,183,F,H,49.16895833,13,1,EM,1,9.4,1,8.13816,1
183.F,183,F,H,49.16895833,13,13,EM,1,31.7,1,17.28216,1
183.F,183,F,H,49.16895833,13,11,EM,1,22.2,1,14.478,1
183.F,183,F,H,49.16895833,13,6,EM,1,7.3,1,7.55904,1
183.F,183,F,H,49.16895833,13,8,EM,2,18,1,15.30096,1
183.F,183,F,H,49.16895833,13,5,EM,1,14.3,1,13.74648,1
183.F,183,F,H,49.16895833,13,7,EM,3,13.5,1,15.5448,1
183.F,183,F,H,49.16895833,13,7,EM,2,19.2,1,15.5448,1
183.F,183,F,H,49.16895833,13,3,EM,1,17.3,1,10.8204,1
183.F,183,F,H,49.16895833,13,8,EM,1,28.9,1,15.30096,1
183.F,183,F,H,49.16895833,13,2,EM,1,38.7,2,21.00072,1
183.F,183,F,H,49.16895833,13,13,EM,2,17.6,1,17.28216,1
183.F,183,F,H,49.16895833,13,4,EM,1,21.4,2,14.26464,1
183.F,183,F,H,49.16895833,13,10,EM,1,15.1,1,11.06424,1
183.F,183,F,H,49.16895833,13,4,EM,2,8.1,2,14.26464,1
240.A,240,A,D,19.85527778,12,8,EM,1,2.3,1,2.10312,1
240.A,240,A,D,19.85527778,12,2,EM,1,19.2,2,5.4864,1
240.A,240,A,D,19.85527778,12,1,EM,2,19,1,5.97408,1
240.A,240,A,D,19.85527778,12,11,EM,1,16.8,3,12.0396,0
240.A,240,A,D,19.85527778,12,5,EM,1,11.5,1,7.83336,1
240.A,240,A,D,19.85527778,12,6,EM,1,3.3,4,0,0
240.A,240,A,D,19.85527778,12,10,EM,1,3.9,4,0,0
240.A,240,A,D,19.85527778,12,2,EM,2,27.5,2,14.29512,1
240.A,240,A,D,19.85527778,12,1,EM,1,8.6,4,0,0
240.A,240,A,D,19.85527778,12,9,EM,1,2.3,4,0,0
240.A,240,A,D,19.85527778,12,12,EM,1,23.6,2,12.07008,1
240.A,240,A,D,19.85527778,12,4,EM,1,11.2,2,7.04088,1
240.A,240,A,D,19.85527778,12,7,EM,1,4.5,4,0,0
240.A,240,A,D,19.85527778,12,3,EM,1,11.8,2,6.73608,1
240.A,240,A,D,19.85527778,12,8,EM,2,2.5,4,0,0
240.B,240,B,H,54.12708333,7,7,EM,3,3.6,1,2.286,1
240.B,240,B,H,54.12708333,7,4,EM,1,19.7,1,11.85672,1
240.B,240,B,H,54.12708333,7,7,EM,1,9.1,4,0,0
240.B,240,B,H,54.12708333,7,1,EM,4,19.4,4,0,0
240.B,240,B,H,54.12708333,7,1,EM,3,5.5,1,3.87096,1
240.B,240,B,H,54.12708333,7,1,EM,1,3.1,1,3.87096,1
240.B,240,B,H,54.12708333,7,5,EM,1,10.7,4,0,0
240.B,240,B,H,54.12708333,7,3,EM,2,2.1,1,2.10312,1
240.B,240,B,H,54.12708333,7,2,EM,1,70.5,1,14.05128,1
240.B,240,B,H,54.12708333,7,1,EM,2,1.4,1,3.87096,1
240.B,240,B,H,54.12708333,7,3,EM,1,2.1,1,2.10312,1
240.B,240,B,H,54.12708333,7,7,EM,2,5.5,4,0,0
240.B,240,B,H,54.12708333,7,6,EM,1,38.1,1,17.95272,1
240.B,240,B,H,54.12708333,7,2,EM,2,17.8,1,14.05128,1
240.C,240,C,D,13.13340278,14,12,EM,1,4,4,0,0
240.C,240,C,D,13.13340278,14,7,EM,2,4.7,1,4.20624,1
240.C,240,C,D,13.13340278,14,2,EM,2,9,3,5.24256,0
240.C,240,C,D,13.13340278,14,14,EM,1,4.5,4,0,0
240.C,240,C,D,13.13340278,14,7,EM,3,12.9,3,7.28472,0
240.C,240,C,D,13.13340278,14,13,EM,1,4.2,4,0,0
240.C,240,C,D,13.13340278,14,7,EM,4,8.4,3,7.28472,0
240.C,240,C,D,13.13340278,14,9,EM,2,2.9,1,2.56032,1
240.C,240,C,D,13.13340278,14,9,EM,3,5.9,4,0,0
240.C,240,C,D,13.13340278,14,5,EM,1,14.7,3,11.15568,0
240.C,240,C,D,13.13340278,14,6,EM,1,6,1,5.05968,1
240.C,240,C,D,13.13340278,14,6,EM,4,7.3,1,1.8288,1
240.C,240,C,D,13.13340278,14,1,EM,1,13.6,3,8.50392,0
240.C,240,C,D,13.13340278,14,9,EM,1,1.9,1,2.56032,1
240.C,240,C,D,13.13340278,14,10,BG,1,1.5,1,2.07264,1
240.C,240,C,D,13.13340278,14,6,EM,2,2.8,1,1.8288,1
240.C,240,C,D,13.13340278,14,7,EM,1,2.2,1,4.20624,1
240.C,240,C,D,13.13340278,14,11,BG,1,15,4,0,0
240.C,240,C,D,13.13340278,14,6,EM,3,2.9,1,1.8288,1
240.C,240,C,D,13.13340278,14,4,EM,1,21,2,13.77696,1
240.C,240,C,D,13.13340278,14,3,EM,1,10,3,4.05384,0
240.C,240,C,D,13.13340278,14,10,BG,2,8.5,1,2.07264,1
240.C,240,C,D,13.13340278,14,8,EM,1,6.5,4,0,0
240.C,240,C,D,13.13340278,14,2,EM,1,7.5,4,0,0
240.D,240,D,H,17.34548611,13,7,BG,1,10.3,4,0,0
240.D,240,D,H,17.34548611,13,11,BG,1,10.2,4,0,0
240.D,240,D,H,17.34548611,13,13,EM,1,4.7,1,2.19456,1
240.D,240,D,H,17.34548611,13,8,EM,2,19.3,4,0,0
240.D,240,D,H,17.34548611,13,12,EM,2,5.1,4,0,0
240.D,240,D,H,17.34548611,13,3,BG,1,11.5,4,0,0
240.D,240,D,H,17.34548611,13,1,CC,1,18.2,1,9.41832,1
240.D,240,D,H,17.34548611,13,5,BG,1,4.8,4,0,0
240.D,240,D,H,17.34548611,13,6,EM,1,3.3,4,0,0
240.D,240,D,H,17.34548611,13,2,BG,1,8.4,4,0,0
240.D,240,D,H,17.34548611,13,8,EM,1,32.2,1,18.62328,1
240.D,240,D,H,17.34548611,13,10,BG,1,9.6,4,0,0
240.D,240,D,H,17.34548611,13,12,EM,1,6.1,1,3.90144,1
240.D,240,D,H,17.34548611,13,4,BG,1,9,4,0,0
240.D,240,D,H,17.34548611,13,9,BG,1,7.2,4,0,0
240.E,240,E,D,16.13423611,9,7,EM,1,2.5,1,2.25552,1
240.E,240,E,D,16.13423611,9,2,EM,1,15.1,3,5.54736,0
240.E,240,E,D,16.13423611,9,9,EM,1,12.9,1,6.43128,1
240.E,240,E,D,16.13423611,9,6,EM,1,31.2,3,11.33856,0
240.E,240,E,D,16.13423611,9,2,EM,2,9.9,3,5.54736,0
240.E,240,E,D,16.13423611,9,8,EM,2,4.5,4,0,0
240.E,240,E,D,16.13423611,9,7,EM,2,2.3,1,2.25552,1
240.E,240,E,D,16.13423611,9,4,EM,1,2.4,1,2.10312,1
240.E,240,E,D,16.13423611,9,3,EM,1,2.5,1,2.07264,1
240.E,240,E,D,16.13423611,9,1,EM,1,28.1,2,13.8684,1
240.E,240,E,D,16.13423611,9,5,EM,1,3.8,2,2.46888,1
240.E,240,E,D,16.13423611,9,8,EM,1,3.1,1,2.95656,1
240.F,240,F,H,31.36097222,9,8,CC,3,7.1,1,4.69392,1
240.F,240,F,H,31.36097222,9,8,CC,4,13.5,4,0,0
240.F,240,F,H,31.36097222,9,1,EM,1,18.4,1,10.42416,1
240.F,240,F,H,31.36097222,9,2,EM,1,19.6,1,11.79576,1
240.F,240,F,H,31.36097222,9,9,EM,2,4.1,1,3.26136,1
240.F,240,F,H,31.36097222,9,8,CC,1,4,1,4.69392,1
240.F,240,F,H,31.36097222,9,3,EM,1,24.9,1,13.5636,1
240.F,240,F,H,31.36097222,9,9,EM,1,3.9,1,3.26136,1
240.F,240,F,H,31.36097222,9,5,CC,1,15.7,1,10.2108,1
240.F,240,F,H,31.36097222,9,7,CC,1,38.5,1,16.88592,1
240.F,240,F,H,31.36097222,9,4,EM,1,23.8,1,14.66088,1
240.F,240,F,H,31.36097222,9,8,CC,5,13.9,4,0,0
240.F,240,F,H,31.36097222,9,8,CC,2,6.5,1,4.69392,1
240.F,240,F,H,31.36097222,9,6,EM,1,13.2,1,8.47344,1
240.F,240,F,H,31.36097222,9,9,EM,3,13.7,4,0,0
27.A,27,A,D,32.124325,17,16,EM,2,2.6,1,2.10312,1
27.A,27,A,D,32.124325,17,10,EM,1,0.9,2,2.10312,1
27.A,27,A,D,32.124325,17,14,EM,1,18,3,8.74776,0
27.A,27,A,D,32.124325,17,11,EM,3,0.8,3,6.12648,0
27.A,27,A,D,32.124325,17,9,EM,1,10.7,3,5.66928,0
27.A,27,A,D,32.124325,17,6,EM,3,1.9,3,3.048,0
27.A,27,A,D,32.124325,17,3,EM,4,0.8,3,10.30224,0
27.A,27,A,D,32.124325,17,11,EM,2,0.8,3,6.12648,0
27.A,27,A,D,32.124325,17,4,EM,2,2.6,3,3.23088,0
27.A,27,A,D,32.124325,17,10,EM,2,1.4,2,2.10312,1
27.A,27,A,D,32.124325,17,6,EM,2,1.7,3,3.048,0
27.A,27,A,D,32.124325,17,3,EM,1,16.1,3,10.30224,0
27.A,27,A,D,32.124325,17,9,EM,3,9.9,3,5.66928,0
27.A,27,A,D,32.124325,17,17,EM,2,1.8,3,10.75944,0
27.A,27,A,D,32.124325,17,3,EM,2,17,3,10.30224,0
27.A,27,A,D,32.124325,17,7,EM,1,1.4,3,2.5908,0
27.A,27,A,D,32.124325,17,2,EM,1,3.19,3,9.26592,0
27.A,27,A,D,32.124325,17,2,EM,4,34.8,3,9.26592,0
27.A,27,A,D,32.124325,17,12,EM,2,1.7,3,2.8956,0
27.A,27,A,D,32.124325,17,1,EM,2,1.74,3,4.75488,0
27.A,27,A,D,32.124325,17,12,EM,1,1.7,3,2.8956,0
27.A,27,A,D,32.124325,17,6,EM,1,2.1,3,3.048,0
27.A,27,A,D,32.124325,17,13,EM,1,1.8,3,2.98704,0
27.A,27,A,D,32.124325,17,7,EM,2,1.6,3,2.5908,0
27.A,27,A,D,32.124325,17,2,EM,2,4.71,3,9.26592,0
27.A,27,A,D,32.124325,17,3,EM,3,16.4,3,10.30224,0
27.A,27,A,D,32.124325,17,4,EM,1,1.7,3,3.23088,0
27.A,27,A,D,32.124325,17,5,EM,1,3.4,3,3.56616,0
27.A,27,A,D,32.124325,17,15,EM,1,2.7,3,3.3528,0
27.A,27,A,D,32.124325,17,11,EM,1,0.7,3,6.12648,0
27.A,27,A,D,32.124325,17,15,EM,2,0.7,3,3.3528,0
27.A,27,A,D,32.124325,17,17,EM,1,23.2,3,10.75944,0
27.A,27,A,D,32.124325,17,16,EM,1,1.3,1,2.10312,1
27.A,27,A,D,32.124325,17,1,EM,1,8.4,3,4.75488,0
27.A,27,A,D,32.124325,17,2,EM,5,0.75,3,9.26592,0
27.A,27,A,D,32.124325,17,11,EM,4,33.1,3,6.12648,0
27.A,27,A,D,32.124325,17,2,EM,3,3.35,3,9.26592,0
27.A,27,A,D,32.124325,17,12,EM,3,8.5,3,2.8956,0
27.A,27,A,D,32.124325,17,8,EM,1,2.4,2,2.31648,1
27.A,27,A,D,32.124325,17,9,EM,2,12.7,3,5.66928,0
27.B,27,B,H,56.398125,15,8,EM,5,2.7,1,3.01752,1
27.B,27,B,H,56.398125,15,3,EM,1,0.6,1,2.01168,1
27.B,27,B,H,56.398125,15,1,EM,1,7.5,1,3.71856,1
27.B,27,B,H,56.398125,15,13,EM,1,7.3,1,5.21208,1
27.B,27,B,H,56.398125,15,6,EM,1,0.9,1,1.70688,1
27.B,27,B,H,56.398125,15,15,EM,1,8.9,1,4.17576,1
27.B,27,B,H,56.398125,15,1,EM,2,0.9,1,3.71856,1
27.B,27,B,H,56.398125,15,8,EM,4,1.2,1,3.01752,1
27.B,27,B,H,56.398125,15,4,EM,1,0.8,1,2.19456,1
27.B,27,B,H,56.398125,15,8,EM,2,2.6,1,3.01752,1
27.B,27,B,H,56.398125,15,5,EM,1,51.7,1,12.55776,1
27.B,27,B,H,56.398125,15,5,EM,2,63.8,1,12.55776,1
27.B,27,B,H,56.398125,15,13,EM,2,9.5,1,5.21208,1
27.B,27,B,H,56.398125,15,12,EM,1,9.1,1,4.4196,1
27.B,27,B,H,56.398125,15,14,EM,1,8.1,1,3.6576,1
27.B,27,B,H,56.398125,15,9,CC,1,19.1,1,11.03376,1
27.B,27,B,H,56.398125,15,9,CC,2,13.2,1,11.03376,1
27.B,27,B,H,56.398125,15,2,EM,1,0.8,1,2.19456,1
27.B,27,B,H,56.398125,15,8,EM,1,2.6,1,3.01752,1
27.B,27,B,H,56.398125,15,11,CC,1,12.1,1,4.69392,1
27.B,27,B,H,56.398125,15,8,EM,3,0.8,1,3.01752,1
27.B,27,B,H,56.398125,15,7,EM,1,1,1,1.88976,1
27.B,27,B,H,56.398125,15,12,EM,2,0.9,1,4.4196,1
27.B,27,B,H,56.398125,15,10,EM,1,15.4,1,8.77824,1
27.C,27,C,D,27.13659722,6,5,CC,1,2.9,2,1.88976,1
27.C,27,C,D,27.13659722,6,2,EM,1,19.4,3,9.41832,0
27.C,27,C,D,27.13659722,6,3,EM,1,42.5,3,16.85544,0
27.C,27,C,D,27.13659722,6,2,EM,2,1.8,3,1.85928,0
27.C,27,C,D,27.13659722,6,4,EM,1,15.4,2,11.21664,1
27.C,27,C,D,27.13659722,6,6,EM,1,31.5,3,17.16024,0
27.C,27,C,D,27.13659722,6,1,EM,1,22,2,13.04544,1
27.D,27,D,H,15.94243056,7,3,EM,1,8.9,1,4.54152,1
27.D,27,D,H,15.94243056,7,1,EM,1,9.3,1,7.13232,1
27.D,27,D,H,15.94243056,7,2,EM,1,18,2,12.43584,1
27.D,27,D,H,15.94243056,7,6,CC,1,24,1,20.23872,1
27.D,27,D,H,15.94243056,7,7,EM,1,14.7,1,10.69848,1
27.D,27,D,H,15.94243056,7,4,EM,1,28.4,1,12.77112,1
27.D,27,D,H,15.94243056,7,5,EM,1,14.4,1,11.79576,1
27.E,27,E,D,74.49458333,12,7,EM,1,2.4,3,2.16408,0
27.E,27,E,D,74.49458333,12,4,EM,1,38,3,16.6116,0
27.E,27,E,D,74.49458333,12,2,EM,1,2.2,1,2.56032,1
27.E,27,E,D,74.49458333,12,6,EM,1,45.1,3,18.98904,0
27.E,27,E,D,74.49458333,12,3,EM,1,4.1,2,2.77368,1
27.E,27,E,D,74.49458333,12,8,CC,1,81.4,1,12.10056,1
27.E,27,E,D,74.49458333,12,2,EM,2,2.7,1,2.56032,1
27.E,27,E,D,74.49458333,12,7,EM,2,1.7,3,2.16408,0
27.E,27,E,D,74.49458333,12,9,EM,1,8.8,3,5.0292,0
27.E,27,E,D,74.49458333,12,11,CC,1,2,1,1.8288,1
27.E,27,E,D,74.49458333,12,12,CC,2,2.4,1,1.8288,1
27.E,27,E,D,74.49458333,12,7,EM,3,1,3,2.16408,0
27.E,27,E,D,74.49458333,12,1,EM,1,2.8,1,1.88976,1
27.E,27,E,D,74.49458333,12,2,EM,3,3.3,1,2.56032,1
27.E,27,E,D,74.49458333,12,10,CC,1,2.8,1,2.46888,1
27.E,27,E,D,74.49458333,12,5,EM,1,21.7,3,11.70432,0
27.F,27,F,H,43.30555556,6,5,EM,2,1.6,1,1.64592,1
27.F,27,F,H,43.30555556,6,4,EM,1,68.4,1,18.71472,1
27.F,27,F,H,43.30555556,6,1,EM,1,19.8,1,12.00912,1
27.F,27,F,H,43.30555556,6,2,EM,1,19.4,1,12.86256,1
27.F,27,F,H,43.30555556,6,3,EM,1,22.7,1,11.00328,1
27.F,27,F,H,43.30555556,6,5,EM,3,2.4,1,1.64592,1
27.F,27,F,H,43.30555556,6,6,EM,3,2.2,1,1.18872,1
27.F,27,F,H,43.30555556,6,6,EM,1,2.7,1,1.18872,1
27.F,27,F,H,43.30555556,6,5,EM,1,2.2,1,1.64592,1
27.F,27,F,H,43.30555556,6,6,EM,2,3.1,1,1.18872,1
27.F,27,F,H,43.30555556,6,2,EM,2,15.4,1,12.86256,1
27.F,27,F,H,43.30555556,6,5,EM,4,1.3,1,1.64592,1
5.A,5,A,D,52.65986111,9,3,EM,5,11.1,3,9.63168,0
5.A,5,A,D,52.65986111,9,1,EM,1,24.8,3,6.03504,0
5.A,5,A,D,52.65986111,9,7,EM,1,25,3,16.42872,0
5.A,5,A,D,52.65986111,9,8,EM,1,11.7,2,14.08176,1
5.A,5,A,D,52.65986111,9,3,EM,4,11.9,3,9.63168,0
5.A,5,A,D,52.65986111,9,6,EM,1,15.2,2,12.71016,1
5.A,5,A,D,52.65986111,9,8,EM,2,18.5,2,14.08176,1
5.A,5,A,D,52.65986111,9,4,EM,1,18,4,0,0
5.A,5,A,D,52.65986111,9,5,EM,1,12.5,2,8.19912,1
5.A,5,A,D,52.65986111,9,2,EM,1,23.4,3,9.23544,0
5.A,5,A,D,52.65986111,9,9,EM,1,59.6,2,14.90472,1
5.A,5,A,D,52.65986111,9,3,EM,1,9.1,3,9.63168,0
5.A,5,A,D,52.65986111,9,6,EM,2,21.8,2,12.71016,1
5.A,5,A,D,52.65986111,9,3,EM,2,10,3,9.63168,0
5.A,5,A,D,52.65986111,9,3,EM,3,11.4,3,9.63168,0
5.B,5,B,H,18.07819444,4,1,EM,1,23.7,1,15.02664,1
5.B,5,B,H,18.07819444,4,3,EM,2,20,1,10.30224,1
5.B,5,B,H,18.07819444,4,2,CC,1,22.9,1,15.81912,1
5.B,5,B,H,18.07819444,4,3,EM,1,14.2,1,10.30224,1
5.B,5,B,H,18.07819444,4,4,EM,1,27.6,1,15.30096,1
5.B,5,B,H,18.07819444,4,4,EM,2,12.4,1,15.30096,1
5.C,5,C,D,59.77576389,13,12,EM,1,35.1,3,13.68552,0
5.C,5,C,D,59.77576389,13,10,EM,1,29.6,3,6.61416,0
5.C,5,C,D,59.77576389,13,4,EM,2,20.5,2,12.83208,1
5.C,5,C,D,59.77576389,13,12,EM,2,37.4,3,13.68552,0
5.C,5,C,D,59.77576389,13,2,EM,1,35.2,3,4.38912,0
5.C,5,C,D,59.77576389,13,13,AF,3,6,3,4.32816,0
5.C,5,C,D,59.77576389,13,9,EM,1,10.3,3,7.7724,0
